ST_NM,DISTRICT,pc_name
Gujarat,Anand,Kapadvanj
Gujarat,Anand,Kaira
Gujarat,Anand,Baroda
Gujarat,Anand,Anand
Gujarat,Anand,Dhandhuka
Andhra Pradesh,Anantapur,Kurnool
Andhra Pradesh,Anantapur,Nandyal
Andhra Pradesh,Anantapur,Cuddapah
Andhra Pradesh,Anantapur,Rajampet
Andhra Pradesh,Anantapur,Hindupur
Andhra Pradesh,Anantapur,Anantapur
Andhra Pradesh,Anantapur,Kolar
Andhra Pradesh,Anantapur,Bellary
Andhra Pradesh,Anantapur,Chikballapur
Andhra Pradesh,Anantapur,Chitradurga
Andhra Pradesh,Anantapur,Tumkur
Jammu and Kashmir,Anantnag,Udhampur
Jammu and Kashmir,Anantnag,Anantnag
Jammu and Kashmir,Anantnag,Srinagar
Jammu and Kashmir,Anantnag,Jammu
Jammu and Kashmir,Anantnag,Ladakh
Orissa,Anugul,Keonjhar
Orissa,Anugul,Cuttack
Orissa,Anugul,Phulbani
Orissa,Anugul,Bhubaneswar
Orissa,Anugul,Dhenkanal
Orissa,Anugul,Deogarh
Orissa,Anugul,Sambalpur
Bihar,Araria,Kishanganj
Bihar,Araria,Purnea
Bihar,Araria,Saharsa
Bihar,Araria,Madhepura
Bihar,Araria,Araria
Tamil Nadu,Ariyalur,Chidambaram
Tamil Nadu,Ariyalur,Perambalur
Tamil Nadu,Ariyalur,Tiruchirappalli
Tamil Nadu,Ariyalur,Mayiladuturai
Tamil Nadu,Ariyalur,Thanjavur
Uttar Pradesh,Auraiya,Etawah
Uttar Pradesh,Auraiya,Kannauj
Uttar Pradesh,Auraiya,Ghatampur
Uttar Pradesh,Auraiya,Jalaun
Bihar,Aurangabad,Aurangabad
Bihar,Aurangabad,Bikramganj
Bihar,Aurangabad,Jahanabad
Bihar,Aurangabad,Gaya
Bihar,Aurangabad,Palamu
Maharashtra,Aurangabad,Kopargaon
Maharashtra,Aurangabad,Ahmednagar
Maharashtra,Aurangabad,Nashik
Maharashtra,Aurangabad,Malegaon
Maharashtra,Aurangabad,Aurangabad
Maharashtra,Aurangabad,Jalna
Maharashtra,Aurangabad,Erandol
Maharashtra,Aurangabad,Jalgaon
Uttar Pradesh,Azamgarh,Azamgarh
Uttar Pradesh,Azamgarh,Jaunpur
Uttar Pradesh,Azamgarh,Lalganj
Uttar Pradesh,Azamgarh,Sultanpur
Uttar Pradesh,Azamgarh,Akbarpur
Uttar Pradesh,Azamgarh,Saidpur
Uttar Pradesh,Azamgarh,Bansgaon
Uttar Pradesh,Azamgarh,Ghosi
Uttar Pradesh,Budaun,Etah
Uttar Pradesh,Budaun,Shahjahanpur
Uttar Pradesh,Budaun,Budaun
Uttar Pradesh,Budaun,Farrukhabad
Uttar Pradesh,Budaun,Aonla
Uttar Pradesh,Budaun,Sambhal
Uttar Pradesh,Budaun,Rampur
Uttar Pradesh,Budaun,Moradabad
Uttar Pradesh,Budaun,Hathras
Jammu and Kashmir,Badgam,Srinagar
Jammu and Kashmir,Badgam,Jammu
Jammu and Kashmir,Badgam,Baramulla
Karnataka,Bagalkot,Chikkodi
Karnataka,Bagalkot,Belgaum
Karnataka,Bagalkot,Dharwad North
Karnataka,Bagalkot,Koppal
Karnataka,Bagalkot,Bagalkot
Karnataka,Bagalkot,Bijapur
Uttarakhand,Bageshwar,Almora
Uttarakhand,Bageshwar,Garhwal
Andhra Pradesh,Adilabad,Nizamabad
Andhra Pradesh,Adilabad,Karimnagar
Andhra Pradesh,Adilabad,Adilabad
Andhra Pradesh,Adilabad,Peddapalli
Andhra Pradesh,Adilabad,Yavatmal
Andhra Pradesh,Adilabad,Chandrapur
Andhra Pradesh,Adilabad,Hingoli
Uttar Pradesh,Agra,Bhind
Uttar Pradesh,Agra,Morena
Uttar Pradesh,Agra,Bharatpur
Uttar Pradesh,Agra,Bayana
Uttar Pradesh,Agra,Etawah
Uttar Pradesh,Agra,Firozabad
Uttar Pradesh,Agra,Agra
Uttar Pradesh,Agra,Jalesar
Uttar Pradesh,Agra,Mathura
Gujarat,Ahmadabad,Gandhinagar
Gujarat,Ahmadabad,Patan
Gujarat,Ahmadabad,Surendranagar
Gujarat,Ahmadabad,Mehsana
Gujarat,Ahmadabad,Ahmedabad
Gujarat,Ahmadabad,Kapadvanj
Gujarat,Ahmadabad,Kaira
Gujarat,Ahmadabad,Anand
Gujarat,Ahmadabad,Bhavnagar
Gujarat,Ahmadabad,Dhandhuka
Maharashtra,Ahmadnagar,Khed
Maharashtra,Ahmadnagar,Baramati
Maharashtra,Ahmadnagar,Kopargaon
Maharashtra,Ahmadnagar,Ahmednagar
Maharashtra,Ahmadnagar,Nashik
Maharashtra,Ahmadnagar,Dahanu
Maharashtra,Ahmadnagar,Beed
Maharashtra,Ahmadnagar,Aurangabad
Maharashtra,Ahmadnagar,Jalna
Maharashtra,Ahmadnagar,Osmanabad
Maharashtra,Ahmadnagar,Thane
Mizoram,Aizawl,Silchar
Mizoram,Aizawl,Outer Manipur
Mizoram,Aizawl,Mizoram
Rajasthan,Ajmer,Bhilwara
Rajasthan,Ajmer,Ajmer
Rajasthan,Ajmer,Pali
Rajasthan,Ajmer,Nagaur
Rajasthan,Ajmer,Tonk
Rajasthan,Ajmer,Udaipur
Maharashtra,Akola,Amravati
Maharashtra,Akola,Buldhana
Maharashtra,Akola,Akola
Maharashtra,Akola,Washim
Kerala,Alappuzha,Ernakulam
Kerala,Alappuzha,Mavelikara
Kerala,Alappuzha,Kottayam
Kerala,Alappuzha,Quilon
Kerala,Alappuzha,Alleppey
Uttar Pradesh,Aligarh,Faridabad
Uttar Pradesh,Aligarh,Budaun
Uttar Pradesh,Aligarh,Khurja
Uttar Pradesh,Aligarh,Sambhal
Uttar Pradesh,Aligarh,Aligarh
Uttar Pradesh,Aligarh,Mathura
Uttar Pradesh,Aligarh,Hathras
Uttar Pradesh,Allahabad,Rewa
Uttar Pradesh,Allahabad,Chail
Uttar Pradesh,Allahabad,Machhlishahr
Uttar Pradesh,Allahabad,Pratapgarh
Uttar Pradesh,Allahabad,Banda
Uttar Pradesh,Allahabad,Allahabad
Uttar Pradesh,Allahabad,Mirzapur
Uttar Pradesh,Allahabad,Phulpur
Uttarakhand,Almora,Almora
Uttarakhand,Almora,Garhwal
Uttarakhand,Almora,Nainital
Haryana,Ambala,Ambala
Haryana,Ambala,Kurukshetra
Haryana,Ambala,Simla
Haryana,Ambala,Patiala
Uttar Pradesh,Ambedkar Nagar,Azamgarh
Uttar Pradesh,Ambedkar Nagar,Sultanpur
Uttar Pradesh,Ambedkar Nagar,Faizabad
Uttar Pradesh,Ambedkar Nagar,Akbarpur
Uttar Pradesh,Ambedkar Nagar,Basti
Uttar Pradesh,Ambedkar Nagar,Bansgaon
Uttar Pradesh,Ambedkar Nagar,Khalilabad
Maharashtra,Amravati,Chhindwara
Maharashtra,Amravati,Betul
Maharashtra,Amravati,Khandwa
Maharashtra,Amravati,Yavatmal
Maharashtra,Amravati,Ramtek
Maharashtra,Amravati,Amravati
Maharashtra,Amravati,Wardha
Maharashtra,Amravati,Buldhana
Maharashtra,Amravati,Akola
Maharashtra,Amravati,Washim
Gujarat,Amreli,Junagadh
Gujarat,Amreli,Amreli
Gujarat,Amreli,Rajkot
Gujarat,Amreli,Bhavnagar
Gujarat,Amreli,Dhandhuka
Punjab,Amritsar,Ferozepur
Punjab,Amritsar,Tarn Taran
Punjab,Amritsar,Amritsar
Punjab,Amritsar,Gurdaspur
Punjab,Amritsar,Jullundur
Punjab,Amritsar,Phillaur
Karnataka,Bangalore,Chikballapur
Karnataka,Bangalore,Bangalore North
Karnataka,Bangalore,Bangalore South
Karnataka,Bangalore,Kanakapura
Karnataka,Bangalore,Krishnagiri
Bihar,Banka,Monghyr
Bihar,Banka,Bhagalpur
Bihar,Banka,Banka
Bihar,Banka,Godda
Bihar,Banka,Rajmahal
Rajasthan,Banswara,Dohad
Rajasthan,Banswara,Jhabua
Rajasthan,Banswara,Banswara
Rajasthan,Banswara,Salumber
Jammu and Kashmir,Baramula,Srinagar
Jammu and Kashmir,Baramula,Jammu
Jammu and Kashmir,Baramula,Baramulla
Jammu and Kashmir,Baramula,Ladakh
West Bengal,Barddhaman,Krishnagar
West Bengal,Barddhaman,Katwa
West Bengal,Barddhaman,Burdwan
West Bengal,Barddhaman,Bankura
West Bengal,Barddhaman,Arambagh
West Bengal,Barddhaman,Vishnupur
West Bengal,Barddhaman,Asansol
West Bengal,Barddhaman,Durgapur
West Bengal,Barddhaman,Berhampore
West Bengal,Barddhaman,Bolpur
West Bengal,Barddhaman,Nabadwip
West Bengal,Barddhaman,Hooghly
West Bengal,Barddhaman,Dhanbad
West Bengal,Barddhaman,Dumka
Uttar Pradesh,Bareilly,Pilibhit
Uttar Pradesh,Bareilly,Shahjahanpur
Uttar Pradesh,Bareilly,Aonla
Uttar Pradesh,Bareilly,Sambhal
Uttar Pradesh,Bareilly,Rampur
Uttar Pradesh,Bareilly,Bareilly
Uttar Pradesh,Bareilly,Nainital
Rajasthan,Barmer,Kutch
Rajasthan,Barmer,Barmer
Rajasthan,Barmer,Pali
Rajasthan,Barmer,Jalore
Rajasthan,Barmer,Jodhpur
Assam,Barpeta,Kokrajhar
Assam,Barpeta,Barpeta
Assam,Barpeta,Dhubri
Assam,Barpeta,Gauhati
Orissa,Bhadrak,Jajpur
Orissa,Bhadrak,Keonjhar
Orissa,Bhadrak,Kendrapara
Orissa,Bhadrak,Bhadrak
Orissa,Bhadrak,Balasore
Bihar,Bhagalpur,Purnea
Bihar,Bhagalpur,Katihar
Bihar,Bhagalpur,Khagaria
Bihar,Bhagalpur,Monghyr
Bihar,Bhagalpur,Madhepura
Bihar,Bhagalpur,Bhagalpur
Bihar,Bhagalpur,Banka
Bihar,Bhagalpur,Rajmahal
Gujarat,Bhavnagar,Surendranagar
Gujarat,Bhavnagar,Amreli
Gujarat,Bhavnagar,Rajkot
Gujarat,Bhavnagar,Bhavnagar
Gujarat,Bhavnagar,Dhandhuka
Rajasthan,Bhilwara,Mandsaur
Rajasthan,Bhilwara,Bhilwara
Rajasthan,Bhilwara,Ajmer
Rajasthan,Bhilwara,Tonk
Rajasthan,Bhilwara,Udaipur
Rajasthan,Bhilwara,Kota
Rajasthan,Bhilwara,Chittorgarh
Madhya Pradesh,Bhind,Bhind
Madhya Pradesh,Bhind,Morena
Madhya Pradesh,Bhind,Etawah
Madhya Pradesh,Bhind,Jalaun
Madhya Pradesh,Bhopal,Rajgarh
Madhya Pradesh,Bhopal,Hoshangabad
Madhya Pradesh,Bhopal,Vidisha
Maharashtra,Bid,Latur
Maharashtra,Bid,Ahmednagar
Maharashtra,Bid,Beed
Maharashtra,Bid,Jalna
Maharashtra,Bid,Osmanabad
Maharashtra,Bid,Parbhani
Karnataka,Bidar,Medak
Karnataka,Bidar,Bidar
Karnataka,Bidar,Gulbarga
Karnataka,Bidar,Latur
Karnataka,Bidar,Nanded
Karnataka,Bijapur,Raichur
Karnataka,Bijapur,Chikkodi
Karnataka,Bijapur,Gulbarga
Karnataka,Bijapur,Bagalkot
Karnataka,Bijapur,Bijapur
Karnataka,Bijapur,Sangli
Karnataka,Bijapur,Solapur
Uttar Pradesh,Bijnor,Hardwar
Uttar Pradesh,Bijnor,Rampur
Uttar Pradesh,Bijnor,Meerut
Uttar Pradesh,Bijnor,Muzaffarnagar
Uttar Pradesh,Bijnor,Amroha
Uttar Pradesh,Bijnor,Bijnor
Uttar Pradesh,Bijnor,Bareilly
Uttar Pradesh,Bijnor,Garhwal
Uttar Pradesh,Bijnor,Nainital
Rajasthan,Bikaner,Bikaner
Rajasthan,Bikaner,Barmer
Rajasthan,Bikaner,Nagaur
Rajasthan,Bikaner,Ganganagar
Rajasthan,Bikaner,Churu
Rajasthan,Bikaner,Jodhpur
Himachal Pradesh,Bilaspur,Hamirpur
Himachal Pradesh,Bilaspur,Simla
Himachal Pradesh,Bilaspur,Mandi
Himachal Pradesh,Bilaspur,Hoshiarpur
West Bengal,Birbhum,Asansol
West Bengal,Birbhum,Durgapur
West Bengal,Birbhum,Birbhum
West Bengal,Birbhum,Jangipur
West Bengal,Birbhum,Berhampore
West Bengal,Birbhum,Bolpur
West Bengal,Birbhum,Malda
West Bengal,Birbhum,Dumka
West Bengal,Birbhum,Rajmahal
Manipur,Bishnupur,Outer Manipur
Manipur,Bishnupur,Inner Manipur
Jharkhand,Bokaro,Purulia
Jharkhand,Bokaro,Hazaribagh
Jharkhand,Bokaro,Giridih
Jharkhand,Bokaro,Dhanbad
Punjab,Firozpur,Faridkot
Punjab,Firozpur,Ferozepur
Punjab,Firozpur,Tarn Taran
Punjab,Firozpur,Jullundur
Punjab,Firozpur,Ludhiana
Punjab,Firozpur,Ganganagar
Madhya Pradesh,Barwani,Jhabua
Madhya Pradesh,Barwani,Khargone
Madhya Pradesh,Barwani,Dhar
Madhya Pradesh,Barwani,Erandol
Madhya Pradesh,Barwani,Nandurbar
Madhya Pradesh,Barwani,Jalgaon
Chhattisgarh,Bastar,Chandrapur
Chhattisgarh,Bastar,Nowrangpur
Chhattisgarh,Bastar,Kanker
Chhattisgarh,Bastar,Bastar
Uttar Pradesh,Basti,Faizabad
Uttar Pradesh,Basti,Domariaganj
Uttar Pradesh,Basti,Akbarpur
Uttar Pradesh,Basti,Basti
Uttar Pradesh,Basti,Balrampur
Uttar Pradesh,Basti,Gonda
Uttar Pradesh,Basti,Khalilabad
Punjab,Bathinda,Sirsa
Punjab,Bathinda,Faridkot
Punjab,Bathinda,Bhatinda
Punjab,Bathinda,Sangrur
Orissa,Baudh,Phulbani
Orissa,Baudh,Bhubaneswar
Orissa,Baudh,Dhenkanal
Bihar,Begusarai,Barh
Bihar,Begusarai,Samastipur
Bihar,Begusarai,Rosera
Bihar,Begusarai,Balia
Bihar,Begusarai,Khagaria
Bihar,Begusarai,Begusarai
Bihar,Begusarai,Monghyr
Karnataka,Belgaum,Mormugao
Karnataka,Belgaum,Chikkodi
Karnataka,Belgaum,Belgaum
Karnataka,Belgaum,Kanara
Karnataka,Belgaum,Dharwad North
Karnataka,Belgaum,Bagalkot
Karnataka,Belgaum,Bijapur
Karnataka,Belgaum,Rajapur
Karnataka,Belgaum,Kolhapur
Karnataka,Belgaum,Sangli
Karnataka,Belgaum,Ichalkaranji
Karnataka,Bellary,Kurnool
Karnataka,Bellary,Anantapur
Karnataka,Bellary,Bellary
Karnataka,Bellary,Dharwad South
Karnataka,Bellary,Koppal
Karnataka,Bellary,Chitradurga
Karnataka,Bellary,Davangere
Madhya Pradesh,Betul,Chhindwara
Madhya Pradesh,Betul,Betul
Madhya Pradesh,Betul,Bhopal
Madhya Pradesh,Betul,Khandwa
Madhya Pradesh,Betul,Ramtek
Madhya Pradesh,Betul,Amravati
Madhya Pradesh,Betul,Wardha
Maharashtra,Bhandara,Balaghat
Maharashtra,Bhandara,Nagpur
Maharashtra,Bhandara,Chimur
Maharashtra,Bhandara,Bhandara
Maharashtra,Bhandara,Ramtek
Rajasthan,Bharatpur,Faridabad
Rajasthan,Bharatpur,Bharatpur
Rajasthan,Bharatpur,Sawai Madhopur
Rajasthan,Bharatpur,Bayana
Rajasthan,Bharatpur,Firozabad
Rajasthan,Bharatpur,Agra
Rajasthan,Bharatpur,Mathura
Uttar Pradesh,Baghpat,Karnal
Uttar Pradesh,Baghpat,Sonepat
Uttar Pradesh,Baghpat,Meerut
Uttar Pradesh,Baghpat,Baghpat
Uttar Pradesh,Baghpat,Kairana
Uttar Pradesh,Bahraich,Kheri
Uttar Pradesh,Bahraich,Bahraich
Uttar Pradesh,Bahraich,Gonda
Uttar Pradesh,Bahraich,Kaiserganj
Madhya Pradesh,Balaghat,Balaghat
Madhya Pradesh,Balaghat,Mandla
Madhya Pradesh,Balaghat,Seoni
Madhya Pradesh,Balaghat,Bhandara
Madhya Pradesh,Balaghat,Ramtek
Madhya Pradesh,Balaghat,Rajnandgaon
Orissa,Balangir,Kalahandi
Orissa,Balangir,Bolangir
Orissa,Balangir,Phulbani
Orissa,Balangir,Sambalpur
Orissa,Baleshwar,Contai
Orissa,Baleshwar,Kendrapara
Orissa,Baleshwar,Mayurbhanj
Orissa,Baleshwar,Bhadrak
Orissa,Baleshwar,Balasore
Orissa,Baleshwar,Jhargram
Orissa,Baleshwar,Midnapore
Uttar Pradesh,Ballia,Siwan
Uttar Pradesh,Ballia,Buxar
Uttar Pradesh,Ballia,Maharajganj
Uttar Pradesh,Ballia,Arrah
Uttar Pradesh,Ballia,Salempur
Uttar Pradesh,Ballia,Ghosi
Uttar Pradesh,Ballia,Ghazipur
Uttar Pradesh,Ballia,Ballia
Uttar Pradesh,Balrampur,Domariaganj
Uttar Pradesh,Balrampur,Bahraich
Uttar Pradesh,Balrampur,Balrampur
Uttar Pradesh,Balrampur,Gonda
Gujarat,Banas Kantha,Patan
Gujarat,Banas Kantha,Sabarkantha
Gujarat,Banas Kantha,Banaskantha
Gujarat,Banas Kantha,Kutch
Gujarat,Banas Kantha,Jalore
Uttar Pradesh,Banda,Satna
Uttar Pradesh,Banda,Damoh
Uttar Pradesh,Banda,Khajuraho
Uttar Pradesh,Banda,Ghatampur
Uttar Pradesh,Banda,Banda
Uttar Pradesh,Banda,Hamirpur
Uttar Pradesh,Banda,Fatehpur
Karnataka,Bangalore Rural,Kolar
Karnataka,Bangalore Rural,Chikballapur
Karnataka,Bangalore Rural,Tumkur
Karnataka,Bangalore Rural,Bangalore North
Karnataka,Bangalore Rural,Bangalore South
Karnataka,Bangalore Rural,Mandya
Karnataka,Bangalore Rural,Chamarajanagar
Karnataka,Bangalore Rural,Kanakapura
Karnataka,Bangalore Rural,Krishnagiri
West Bengal,Bankura,Burdwan
West Bengal,Bankura,Purulia
West Bengal,Bankura,Bankura
West Bengal,Bankura,Jhargram
West Bengal,Bankura,Arambagh
West Bengal,Bankura,Vishnupur
West Bengal,Bankura,Durgapur
Uttar Pradesh,Barabanki,Faizabad
Uttar Pradesh,Barabanki,Rae Bareli
Uttar Pradesh,Barabanki,Mohanlalganj
Uttar Pradesh,Barabanki,Bara Banki
Uttar Pradesh,Barabanki,Amethi
Uttar Pradesh,Barabanki,Lucknow
Uttar Pradesh,Barabanki,Gonda
Uttar Pradesh,Barabanki,Kaiserganj
Uttar Pradesh,Barabanki,Misrikh
Orissa,Bargarh,Bolangir
Orissa,Bargarh,Phulbani
Orissa,Bargarh,Deogarh
Orissa,Bargarh,Sambalpur
Orissa,Bargarh,Mahasamund
Orissa,Bargarh,Sarangarh
Assam,Bongaigaon,Kokrajhar
Assam,Bongaigaon,Barpeta
Assam,Bongaigaon,Dhubri
Maharashtra,Buldana,Khandwa
Maharashtra,Buldana,Jalna
Maharashtra,Buldana,Amravati
Maharashtra,Buldana,Jalgaon
Maharashtra,Buldana,Buldhana
Maharashtra,Buldana,Akola
Maharashtra,Buldana,Washim
Maharashtra,Buldana,Parbhani
Rajasthan,Bundi,Bhilwara
Rajasthan,Bundi,Tonk
Rajasthan,Bundi,Kota
Rajasthan,Bundi,Chittorgarh
Assam,Cachar,Silchar
Assam,Cachar,Karimganj
Assam,Cachar,Autonomous District
Assam,Cachar,Outer Manipur
Assam,Cachar,Shillong
Assam,Cachar,Mizoram
Himachal Pradesh,Chamba,Udhampur
Himachal Pradesh,Chamba,Kangra
Himachal Pradesh,Chamba,Mandi
Uttarakhand,Chamoli,Tehri Garhwal
Uttarakhand,Chamoli,Almora
Uttarakhand,Chamoli,Garhwal
Karnataka,Chamarajanagar,Mysore
Karnataka,Chamarajanagar,Chamarajanagar
Karnataka,Chamarajanagar,Kanakapura
Karnataka,Chamarajanagar,Calicut
Karnataka,Chamarajanagar,Nilgiris
Karnataka,Chamarajanagar,Gobichettipalayam
Karnataka,Chamarajanagar,Dharmapuri
Maharashtra,Chandrapur,Adilabad
Maharashtra,Chandrapur,Yavatmal
Maharashtra,Chandrapur,Chimur
Maharashtra,Chandrapur,Chandrapur
Maharashtra,Chandrapur,Ramtek
Maharashtra,Chandrapur,Wardha
Arunanchal Pradesh,Changlang,Arunachal East
Arunanchal Pradesh,Changlang,Dibrugarh
Madhya Pradesh,Chhatarpur,Sagar
Madhya Pradesh,Chhatarpur,Damoh
Madhya Pradesh,Chhatarpur,Khajuraho
Madhya Pradesh,Chhatarpur,Banda
Madhya Pradesh,Chhatarpur,Hamirpur
Madhya Pradesh,Chhatarpur,Jhansi
Madhya Pradesh,Chhindwara,Chhindwara
Madhya Pradesh,Chhindwara,Betul
Madhya Pradesh,Chhindwara,Bhopal
Madhya Pradesh,Chhindwara,Seoni
Madhya Pradesh,Chhindwara,Ramtek
Karnataka,Chikmagalur,Hassan
Karnataka,Chikmagalur,Chitradurga
Karnataka,Chikmagalur,Chikmagalur
Karnataka,Chikmagalur,Shimoga
Karnataka,Chitradurga,Hindupur
Karnataka,Chitradurga,Anantapur
Karnataka,Chitradurga,Bellary
Karnataka,Chitradurga,Chitradurga
Karnataka,Chitradurga,Chikmagalur
Karnataka,Chitradurga,Davangere
Karnataka,Chitradurga,Shimoga
Uttar Pradesh,Chitrakoot,Rewa
Uttar Pradesh,Chitrakoot,Satna
Uttar Pradesh,Chitrakoot,Chail
Uttar Pradesh,Chitrakoot,Banda
Uttar Pradesh,Chitrakoot,Allahabad
Uttar Pradesh,Chitrakoot,Fatehpur
Rajasthan,Chittaurgarh,Jhabua
Rajasthan,Chittaurgarh,Mandsaur
Rajasthan,Chittaurgarh,Bhilwara
Rajasthan,Chittaurgarh,Udaipur
Rajasthan,Chittaurgarh,Kota
Rajasthan,Chittaurgarh,Banswara
Rajasthan,Chittaurgarh,Salumber
Rajasthan,Chittaurgarh,Chittorgarh
Andhra Pradesh,Chittoor,Rajampet
Andhra Pradesh,Chittoor,Hindupur
Andhra Pradesh,Chittoor,Tirupathi
Andhra Pradesh,Chittoor,Chittoor
Andhra Pradesh,Chittoor,Kolar
Andhra Pradesh,Chittoor,Tiruppattur
Andhra Pradesh,Chittoor,Krishnagiri
Andhra Pradesh,Chittoor,Vellore
Andhra Pradesh,Chittoor,Arakkonam
Andhra Pradesh,Chittoor,Sriperumbudur
Uttarakhand,Champawat,Almora
Uttarakhand,Champawat,Nainital
Mizoram,Champhai,Outer Manipur
Mizoram,Champhai,Mizoram
Uttar Pradesh,Chandauli,Sasaram
Uttar Pradesh,Chandauli,Varanasi
Uttar Pradesh,Chandauli,Saidpur
Uttar Pradesh,Chandauli,Chandauli
Uttar Pradesh,Chandauli,Ghazipur
Uttar Pradesh,Chandauli,Robertsganj
Manipur,Chandel,Outer Manipur
Chandigarh,Chandigarh,Ambala
Chandigarh,Chandigarh,Ropar
Chandigarh,Chandigarh,Patiala
Chandigarh,Chandigarh,Chandigarh
Rajasthan,Churu,Bhiwani
Rajasthan,Churu,Jhunjhunu
Rajasthan,Churu,Bikaner
Rajasthan,Churu,Ganganagar
Rajasthan,Churu,Churu
Rajasthan,Churu,Sikar
Tamil Nadu,Coimbatore,Mukundapuram
Tamil Nadu,Coimbatore,Palghat
Tamil Nadu,Coimbatore,Idukki
Tamil Nadu,Coimbatore,Pollachi
Tamil Nadu,Coimbatore,Nilgiris
Tamil Nadu,Coimbatore,Coimbatore
Tamil Nadu,Coimbatore,Palani
Tamil Nadu,Coimbatore,Periyakulam
Tamil Nadu,Coimbatore,Gobichettipalayam
Tamil Nadu,Cuddalore,Tindivanam
Tamil Nadu,Cuddalore,Chidambaram
Tamil Nadu,Cuddalore,Rasipuram
Tamil Nadu,Cuddalore,Perambalur
Tamil Nadu,Cuddalore,Mayiladuturai
Tamil Nadu,Cuddalore,Cuddalore
Tamil Nadu,Cuddalore,Puducherry
Bihar,Saran,Gopalganj
Bihar,Saran,Siwan
Bihar,Saran,Maharajganj
Bihar,Saran,Arrah
Bihar,Saran,Chapra
Bihar,Saran,Vaishali
Bihar,Saran,Ballia
Manipur,Churachandpur,Silchar
Manipur,Churachandpur,Outer Manipur
Manipur,Churachandpur,Inner Manipur
Manipur,Churachandpur,Mizoram
Uttarakhand,Dehradun,Hardwar
Uttarakhand,Dehradun,Simla
Uttarakhand,Dehradun,Tehri Garhwal
Madhya Pradesh,Dewas,Indore
Madhya Pradesh,Dewas,Betul
Madhya Pradesh,Dewas,Khargone
Madhya Pradesh,Dewas,Shajapur
Madhya Pradesh,Dewas,Hoshangabad
Madhya Pradesh,Dewas,Khandwa
Madhya Pradesh,Dewas,Vidisha
Madhya Pradesh,Dewas,Ujjain
Kerala,Kasaragod,Mangalore
Kerala,Kasaragod,Kasaragod
Bihar,Katihar,Purnea
Bihar,Katihar,Katihar
Bihar,Katihar,Khagaria
Bihar,Katihar,Bhagalpur
Bihar,Katihar,Raiganj
Bihar,Katihar,Rajmahal
Madhya Pradesh,Katni,Shahdol
Madhya Pradesh,Katni,Satna
Madhya Pradesh,Katni,Jabalpur
Madhya Pradesh,Katni,Damoh
Madhya Pradesh,Katni,Seoni
Orissa,Kendrapara,Jajpur
Orissa,Kendrapara,Jagatsinghpur
Orissa,Kendrapara,Kendrapara
Orissa,Kendujhar,Jajpur
Orissa,Kendujhar,Keonjhar
Orissa,Kendujhar,Mayurbhanj
Orissa,Kendujhar,Deogarh
Orissa,Kendujhar,Bhadrak
Orissa,Kendujhar,Sundargarh
Orissa,Kendujhar,Singhbhum
Madhya Pradesh,Datia,Bhind
Madhya Pradesh,Datia,Gwalior
Madhya Pradesh,Datia,Jhansi
Orissa,Debagarh,Dhenkanal
Orissa,Debagarh,Deogarh
Orissa,Debagarh,Sundargarh
Orissa,Debagarh,Sambalpur
Uttar Pradesh,Deoria,Gopalganj
Uttar Pradesh,Deoria,Siwan
Uttar Pradesh,Deoria,Padrauna
Uttar Pradesh,Deoria,Salempur
Uttar Pradesh,Deoria,Deoria
Uttar Pradesh,Deoria,Bansgaon
Uttar Pradesh,Deoria,Ghosi
Jharkhand,Deoghar,Banka
Jharkhand,Deoghar,Kodarma
Jharkhand,Deoghar,Dumka
Jharkhand,Deoghar,Godda
Andhra Pradesh,Cuddapah,Ongole
Andhra Pradesh,Cuddapah,Nandyal
Andhra Pradesh,Cuddapah,Nellore
Andhra Pradesh,Cuddapah,Cuddapah
Andhra Pradesh,Cuddapah,Rajampet
Andhra Pradesh,Cuddapah,Hindupur
Andhra Pradesh,Cuddapah,Anantapur
Andhra Pradesh,Cuddapah,Tirupathi
Andhra Pradesh,Cuddapah,Chittoor
Orissa,Cuttack,Jajpur
Orissa,Cuttack,Cuttack
Orissa,Cuttack,Jagatsinghpur
Orissa,Cuttack,Bhubaneswar
Orissa,Cuttack,Puri
Orissa,Cuttack,Kendrapara
Orissa,Cuttack,Dhenkanal
Orissa,Cuttack,Bhadrak
Dadara & Nagar Havelli,Dadra & Nagar Haveli,Dadra & Nagar Haveli
Dadara & Nagar Havelli,Dadra & Nagar Haveli,Bulsar
Dadara & Nagar Havelli,Dadra & Nagar Haveli,Dahanu
Gujarat,Dohad,Dohad
Gujarat,Dohad,Godhra
Gujarat,Dohad,Chhota Udaipur
Gujarat,Dohad,Jhabua
Gujarat,Dohad,Banswara
West Bengal,Dakshin Dinajpur,Balurghat
West Bengal,Dakshin Dinajpur,Raiganj
West Bengal,Dakshin Dinajpur,Malda
Karnataka,Dakshina Kannada,Hassan
Karnataka,Dakshina Kannada,Mangalore
Karnataka,Dakshina Kannada,Udupi
Karnataka,Dakshina Kannada,Chikmagalur
Karnataka,Dakshina Kannada,Kasaragod
Daman & Diu,Daman,Daman And Diu
Daman & Diu,Daman,Bulsar
Madhya Pradesh,Damoh,Bhopal
Madhya Pradesh,Damoh,Sagar
Madhya Pradesh,Damoh,Jabalpur
Madhya Pradesh,Damoh,Damoh
Madhya Pradesh,Damoh,Seoni
Chhattisgarh,Dantewada,Bhadrachalam
